dragon,intelligence,wingspan,scales,mountain
136,255.9811531917268,79.73293380090035,metallic,B
137,162.1617068396328,41.19439756823704,chromatic,B
138,276.02329585067537,69.97990490193479,metallic,B
139,166.11054102582315,50.192872900748625,chromatic,B
140,220.14055265835236,24.35338068474084,metallic,B
141,185.1070386523343,49.56286905845627,chromatic,B
142,302.09689412902964,83.53112261067145,metallic,B
143,245.34592365323655,79.031959876883775,chromatic,B
144,147.437885293836,13.571652562124655,metallic,B
145,190.8985692177492,50.42371145635843,chromatic,B
146,240.15497487580654,70.6191864949651,metallic,B
147,275.8590882648333,87.35876705963165,chromatic,B
148,143.27811464013524,31.229485081043094,metallic,B
149,93.21769755025468,13.847615672275424,chromatic,B
150,322.2855908762483,85.98096091649495,metallic,B
151,171.56131015207697,34.76449641445652,chromatic,B
152,242.78776763987054,37.35828218492679,metallic,B
153,159.5337480066735,64.60195557470433,chromatic,B
154,224.89817678285385,73.07650459744036,metallic,B
155,91.38775516931892,14.402267791796476,chromatic,B
156,218.03097353939293,62.02775748958811,metallic,B
157,237.50076398034906,72.20623114402406,chromatic,B
158,298.07250969657616,83.89450592873618,metallic,B
159,196.54766421689732,73.31973339850083,chromatic,B
160,262.30537738846346,77.39665253437124,metallic,B
161,133.98365351974718,24.134844929212704,chromatic,B
162,117.3284522583464,26.740625363541767,metallic,B
163,206.0770902160368,74.58383862813935,chromatic,B
164,272.01325947922743,74.79998228419572,metallic,B
165,194.2218571131386,74.45133083430119,chromatic,B
166,212.29736683165652,71.60500254831277,metallic,B
167,122.22316029436693,32.90049272496253,chromatic,B
168,268.4283453819381,62.774932502768934,metallic,B
169,245.13335401427952,90.0426630701404,chromatic,B
170,155.31041440045058,19.883138617733493,metallic,B
171,222.0940361487873,92.43131968728267,chromatic,B
172,139.94679215849538,19.87168228882365,metallic,B
173,200.58610902271795,71.99773145001382,chromatic,B
174,163.56157760604137,40.14083668892272,metallic,B
175,218.56794952385644,95.64499856694601,chromatic,B
176,221.03915156621463,50.310324244666845,metallic,B
177,281.82591548013426,70.42513789702207,chromatic,B
178,273.22865816882734,86.78895887010731,metallic,B
179,164.9345180198281,57.144074626266956,chromatic,B
180,143.1653067395595,17.201767430407926,metallic,B
181,141.21992456995773,31.519081803504378,chromatic,B
182,203.24879951639457,62.5185135002248,metallic,B
183,159.73460306456664,40.099615425104275,chromatic,B
184,261.4681050182875,55.15518476534635,metallic,B
185,174.42660572066683,40.40836958237924,chromatic,B
186,290.6054402319288,70.6811493751593,metallic,B
187,240.69755349446478,95.1966877267696,chromatic,B
188,226.46971860587698,69.51695141685195,metallic,B
189,247.57546506042513,86.07012498797849,chromatic,B
190,238.30590325904603,53.30769887799397,metallic,B
191,228.4768890264789,71.60758188716136,chromatic,B
192,278.98977812235813,70.19247392658144,metallic,B
193,123.33677171724898,51.876424964517355,chromatic,B
194,137.70737254020884,18.06382519332692,metallic,B
195,141.22717255252766,36.21606897795573,chromatic,B
196,239.47986323411044,59.91504742112011,metallic,B
197,210.03191702652225,31.965949669480324,chromatic,B
198,327.08250501632085,95.02508425829001,metallic,B
199,145.58297037233743,37.17371040396392,chromatic,B
200,229.0687046410887,36.04756432212889,metallic,B
201,187.21756990805213,42.90238465089351,chromatic,C
202,204.0193909214172,16.53572825016454,metallic,C
203,143.8946955381569,14.044429843546823,chromatic,C
204,238.3238741154337,33.82195625291206,metallic,C
205,161.6000440616748,29.725905693601817,chromatic,C
206,298.72898532232716,75.90809989441186,metallic,C
207,322.4618542480291,85.69464926049113,chromatic,C
208,324.2894449192493,82.14066268783063,metallic,C
209,351.4442564128314,90.3260569688864,chromatic,C
210,120.4199721119079,34.63806689507328,metallic,C
211,262.018442641932,46.36003529839218,chromatic,C
212,214.35955364888343,58.52224164339714,metallic,C
213,204.52013776926674,48.707485048798844,chromatic,C
214,349.0014775997807,89.45200792397372,metallic,C
215,149.05119869482357,15.460164299467579,chromatic,C
216,171.84553266835584,42.67139045218937,metallic,C
217,335.1577264807425,83.72966244141571,chromatic,C
218,208.07510324937883,39.05741788307205,metallic,C
219,135.51985817152894,21.080223687458783,chromatic,C
220,162.5133830233674,28.893694629427046,metallic,C
221,225.39900458599732,62.81230644090101,chromatic,C
222,281.2803067406899,75.50015789479949,metallic,C
223,176.04431960931186,46.086755997734144,chromatic,C
224,321.1070541604863,89.6121918389108,metallic,C
225,279.8068919390093,64.6168234325014,chromatic,C
226,350.6326564784899,83.34927929914556,metallic,C
227,415.09108229286016,90.97098741680384,chromatic,C
228,315.4667538190325,74.0779639412649,metallic,C
229,215.3361693338784,47.65412532282062,chromatic,C
230,268.1062229139679,54.94012620486319,metallic,C
231,277.9835652665273,66.041176793864,chromatic,C
232,354.81798814742046,89.70780298206955,metallic,C
233,193.17319916419203,46.88089572521858,chromatic,C
234,178.53642174170105,18.38333971099928,metallic,C
235,317.7570653612561,63.99204551870935,chromatic,C
236,121.12175390798485,17.080704409163445,metallic,C
237,285.0655810896837,52.51334066269919,chromatic,C
238,177.16858540598284,13.80123014585115,metallic,C
239,186.17036000737386,47.36952154734172,chromatic,C
240,363.4196302675337,82.42321666656062,metallic,C
241,201.17904457472534,21.13055656547658,chromatic,C
242,358.49883062480546,94.22500377264805,metallic,C
243,251.14800244411202,36.77141115255654,chromatic,C
244,177.587608638281,36.30559954699129,metallic,C
245,215.9294538347562,35.11153519782238,chromatic,C
246,135.969556118204,19.254037810722366,metallic,C
247,254.91443321602353,46.859410407720134,chromatic,C
248,298.8336421147611,68.1553889515344,metallic,C
249,169.22823637957396,13.964338987600058,chromatic,C
250,167.6435517786027,25.1494064880535,metallic,C
251,189.58207824293186,24.561739094089717,chromatic,C
252,282.3238748850163,65.83281071251258,metallic,C
253,123.8053165273447,16.625837040832266,chromatic,C
254,223.91766916223824,29.69863147335127,metallic,C
255,223.15978909179563,54.61845539067872,chromatic,C
256,333.43654433732235,76.53346967324615,metallic,C
257,350.8874778371171,73.66642680647783,chromatic,C
258,162.4921025615302,28.876318741822615,metallic,C
259,325.1806319121591,64.53616022970527,chromatic,C
260,301.550835872636,71.94731688546017,metallic,C
261,165.8374120976089,25.37418767879717,chromatic,C
262,246.82084245055273,38.68236929480918,metallic,C
263,303.54970152685854,67.78919690754265,chromatic,C
264,336.6337535724292,82.45619356166571,metallic,C
265,280.7195015781401,53.46931834635325,chromatic,C
266,167.55925265519528,33.357426354894415,metallic,C
267,323.01908294118,74.88066388433799,chromatic,C
268,301.917870120765,66.64945841417648,metallic,C
269,306.9705082903814,71.79507217905484,chromatic,C
270,221.44608219821535,41.404797116760164,metallic,C
271,139.34179306695833,29.651181606343016,chromatic,C
272,231.65259636375689,65.69458990497515,metallic,C
273,168.4185326342664,20.970957500627264,chromatic,C
274,155.04016888591374,50.60938669159077,metallic,C
275,286.2774266395748,67.10509831644595,chromatic,C
276,241.75034712102274,60.70984995551407,metallic,C
277,211.68748817851153,40.11188981751911,chromatic,C
278,330.4352159522191,79.11419222643599,metallic,C
279,212.35489476134762,36.31740855611861,chromatic,C
280,184.21483924280946,36.002546151401475,metallic,C
281,231.8531409011285,39.56920037907548,chromatic,C
282,312.0675129471084,94.91521526849829,metallic,C
283,227.11137540382813,51.005141724832356,chromatic,C
284,184.6902159964516,31.890724814962596,metallic,C
285,238.70122919709286,43.958821893436834,chromatic,C
286,185.79575430530193,26.424409536411986,metallic,C
287,368.4128439669385,87.0374446741771,chromatic,C
288,290.14542277245226,55.770580728305504,metallic,C
289,185.97274922936083,37.16238714661449,chromatic,C
290,333.00316443344923,74.51096567721106,metallic,C
291,352.42185213729863,84.81328296102583,chromatic,C
292,89.67092036245725,13.394952004542574,metallic,C
293,262.57792486234246,41.31891109677963,chromatic,C
294,190.9791528906976,26.59204555535689,metallic,C
295,227.44298905814387,25.716389602748677,chromatic,C
296,393.30829373263106,87.30604540603235,metallic,C
297,389.85388662999515,86.72222601412795,chromatic,C
298,293.1647363063982,61.16822555474937,metallic,C
299,282.85610737781843,68.18070922675543,chromatic,C
300,212.85048720807697,45.692337380954996,metallic,C
301,178.0225729808472,92.51946825231425,chromatic,D
302,278.2469317089668,56.24278856161982,metallic,D
303,118.8877118583648,18.460728669306263,chromatic,D
304,205.33963062529045,59.60174608533271,metallic,D
305,162.81632269898148,77.42469963640906,chromatic,D
306,253.62384842692288,95.05342757306062,metallic,D
307,95.21250140983621,64.53140822611749,chromatic,D
308,216.87944612818555,39.26907399739139,metallic,D
309,144.9079679370534,64.3216660541948,chromatic,D
310,222.48277563752745,95.62358533148654,metallic,D
311,153.0091861860119,75.95643438003026,chromatic,D
312,178.34212273285377,44.70851291762665,metallic,D
313,94.07149268270308,92.34935479494743,chromatic,D
314,199.80056198820165,75.65129375527613,metallic,D
315,149.9421103603912,67.0242807653267,chromatic,D
316,210.85398486700154,25.08330059121363,metallic,D
317,70.46048384898711,42.5331532957498,chromatic,D
318,219.36546609220974,66.38478806661442,metallic,D
319,79.78178148742828,62.256156850839034,chromatic,D
320,113.22872609302037,67.69194012950175,metallic,D
321,157.86923832098495,41.519300498533994,chromatic,D
322,180.29247694217543,40.057153422618285,metallic,D
323,134.8297406115414,86.86055221990682,chromatic,D
324,245.6683901471848,73.18318387004547,metallic,D
325,149.95545338271492,95.59546663053334,chromatic,D
326,229.84998986916256,52.63642472517677,metallic,D
327,191.726242449009,15.4813908173237,chromatic,D
328,288.33269304455405,42.67804944119416,metallic,D
329,141.39764784488645,14.496199094923213,chromatic,D
330,200.23351236678707,16.265186211792752,metallic,D
331,90.48589258970998,27.10246009659022,chromatic,D
332,200.64906255571185,91.98653698270209,metallic,D
333,161.44266477862286,78.29400649480522,chromatic,D
334,158.47420372487016,62.36582812713459,metallic,D
335,113.378845610958,35.37907272926532,chromatic,D
336,176.05998380594968,73.97974623041227,metallic,D
337,135.53799456917793,26.350821581901982,chromatic,D
338,249.1938275096304,19.298375917365775,metallic,D
339,138.07575560340453,59.17464336566627,chromatic,D
340,204.85908620962263,42.86189678800292,metallic,D
341,171.59222114909244,82.10095820017159,chromatic,D
342,235.79116287835606,29.44521748018451,metallic,D
343,126.82915917583739,90.26231549819931,chromatic,D
344,278.8573123531448,54.7405815157108,metallic,D
345,184.60811160813876,87.40654863929376,chromatic,D
346,200.55512584421544,30.34062174707651,metallic,D
347,159.49220159779514,47.49750086921267,chromatic,D
348,171.05560330189869,24.757810704410076,metallic,D
349,184.30614665179866,28.662183430511504,chromatic,D
350,187.54607141711028,57.0743787153624,metallic,D
351,127.26369830980012,41.585326003609225,chromatic,D
352,288.86585040856687,94.32578582619317,metallic,D
353,151.64731813583023,76.15244026621804,chromatic,D
354,233.74212990490395,20.813736215466633,metallic,D
355,129.83713380027484,40.377371097682044,chromatic,D
356,225.66490471641526,23.976943309418857,metallic,D
357,149.41992189213434,55.694683133857325,chromatic,D
358,233.4075770435016,79.25839147577062,metallic,D
359,121.80975944000492,45.117932657012716,chromatic,D
360,272.13203533640535,65.11352986376733,metallic,D
361,136.20830949391913,76.70247668097727,chromatic,D
362,242.68614683547517,15.92889694753103,metallic,D
363,63.88271071295779,51.69758747401647,chromatic,D
364,190.5556920099739,37.186647835187614,metallic,D
365,163.97076155933348,77.60246030241251,chromatic,D
366,205.72567971029693,60.0178646617569,metallic,D
367,171.705814875959,36.81309694936499,chromatic,D
368,226.46582934068246,89.36174499755725,metallic,D
369,102.92071230194212,65.08298880048096,chromatic,D
370,186.03876458301738,35.81388378236443,metallic,D
371,146.6491280849783,42.69111567316577,chromatic,D
372,174.99213536198963,25.486018556170166,metallic,D
373,158.67475345975765,85.90095988288522,chromatic,D
374,184.19442351354462,33.929562968201935,metallic,D
375,75.3351434965617,38.04622195637785,chromatic,D
376,220.47737090797116,70.55845749308355,metallic,D
377,144.0862307441192,74.36093788966537,chromatic,D
378,292.7037952155272,69.8991096324753,metallic,D
379,142.18170351681763,18.20022986200638,chromatic,D
380,276.47324011225794,90.17038546688855,metallic,D
381,64.01205103303208,62.011418520472944,chromatic,D
382,231.13097728642006,83.06962823611684,metallic,D
383,94.24319269959766,17.639219913398847,chromatic,D
384,195.69391959948294,17.08591323508881,metallic,D
385,141.9659688681994,20.510437393095344,chromatic,D
386,154.7758681490757,41.44157986622304,metallic,D
387,117.02230002868468,72.35310968081467,chromatic,D
388,235.74238714785122,16.774280009092763,metallic,D
389,124.44536937439051,70.34443724248558,chromatic,D
390,215.2868939081705,32.49620292708278,metallic,D
391,142.48623541481552,75.81629452831112,chromatic,D
392,233.38618396396248,92.45781215559691,metallic,D
393,167.83756775767313,32.00646201707423,chromatic,D
394,265.2597415723933,74.32113142427988,metallic,D
395,147.84647661683795,39.214564631925896,chromatic,D
396,221.89105414191962,86.73154034698382,metallic,D
397,169.81086427422113,48.34225536766462,chromatic,D
398,201.08732465732558,62.16700267372653,metallic,D
399,141.0147122811752,86.86374676832929,chromatic,D
400,250.29308717409756,76.22617538017221,metallic,D
401,189.0702893805344,67.93899339484051,chromatic,E
402,114.91623728047507,15.779659588821232,metallic,E
403,195.22924578746677,31.0771034960635,chromatic,E
404,122.22987023609082,47.164821040583774,metallic,E
405,215.17217629115544,83.36369758145884,chromatic,E
406,239.96977453975336,72.18478762637824,metallic,E
407,209.89459744343867,78.9515746247489,chromatic,E
408,210.4865414400029,74.12467710277997,metallic,E
409,197.18988119757904,63.52552602114156,chromatic,E
410,176.33595505490658,83.43486630427651,metallic,E
411,225.8108379377093,77.09282905911095,chromatic,E
412,144.52301364971404,25.334172330098227,metallic,E
413,173.99296983912635,40.76904043206014,chromatic,E
414,174.15982486754228,63.86994849704206,metallic,E
415,232.34622569021752,94.8871414787136,chromatic,E
416,186.35697896633107,56.3351741398219,metallic,E
417,261.151074857164,85.32945022871718,chromatic,E
418,245.2518888688424,41.37255194131285,metallic,E
419,234.39075009138747,92.36069266195409,chromatic,E
420,149.31665226576285,43.80022753239609,metallic,E
421,158.00218787878734,69.17925788625143,chromatic,E
422,121.66878631996266,27.833974794019014,metallic,E
423,162.32934715790796,45.05930501082912,chromatic,E
424,157.77834236344023,36.28381119505502,metallic,E
425,238.7011257013704,42.186146900989115,chromatic,E
426,169.79395862246423,25.59343863115646,metallic,E
427,181.43109936573467,65.64618333731778,chromatic,E
428,125.58482807271582,17.29018648667261,metallic,E
429,187.68279324430122,42.52628952031955,chromatic,E
430,141.18763000936949,40.97713971324265,metallic,E
431,192.1702278499064,70.47634760569781,chromatic,E
432,203.1412200507188,68.77309478633106,metallic,E
433,136.6574516010699,17.044450216228142,chromatic,E
434,152.63861772088046,34.26597446273081,metallic,E
435,153.88702279614435,32.25219795899466,chromatic,E
436,219.58529836581292,81.59338730503805,metallic,E
437,160.05932919766343,42.85237929201685,chromatic,E
438,96.55193525883202,14.482431889278814,metallic,E
439,202.65306026077198,81.85581528278999,chromatic,E
440,176.60039998646715,58.535579700022936,metallic,E
441,224.461951455866,79.64198431721888,chromatic,E
442,182.71620198879103,83.04364671930671,metallic,E
443,202.47351032910456,71.8261509782169,chromatic,E
444,146.07142520393495,18.279043667716905,metallic,E
445,127.99649161204955,23.534868763759732,chromatic,E
446,163.34833236769197,77.05228333733976,metallic,E
447,214.14780148961958,90.83485339395702,chromatic,E
448,148.91783468982385,25.97025336464867,metallic,E
449,188.69686203490667,85.26316107343882,chromatic,E
450,172.73795778904162,51.04275320516899,metallic,E
451,115.0060582961917,14.02598859113641,chromatic,E
452,258.59178445972634,89.80449715303257,metallic,E
453,190.40283124436223,74.31719756149687,chromatic,E
454,167.95803063558262,22.531732401344925,metallic,E
455,149.88988690197652,19.61816024989821,chromatic,E
456,185.9411904658514,68.53279982088134,metallic,E
457,143.83083196862168,21.64546554745175,chromatic,E
458,154.09489295413022,14.845817893510684,metallic,E
459,179.81487924886162,63.92978478316218,chromatic,E
460,186.97216756966992,75.65662844455801,metallic,E
461,151.82204464008092,68.93645262997597,chromatic,E
462,143.435108324128,52.679274328053,metallic,E
463,170.7625089405568,64.48935664677992,chromatic,E
464,212.26177944052927,29.191580341896042,metallic,E
465,197.7712750790073,52.8446588171646,chromatic,E
466,168.0936680732064,50.41180781298317,metallic,E
467,155.8303292874647,31.639184104511514,chromatic,E
468,150.761874110836,37.94942565308884,metallic,E
469,112.92914107042591,42.682794623076916,chromatic,E
470,132.63515060731265,30.368349407799542,metallic,E
471,157.41480197050453,42.35917964228429,chromatic,E
472,209.52297958209027,45.623171359999105,metallic,E
473,172.3293370333359,49.60890381783247,chromatic,E
474,164.10342051057867,43.74237153120339,metallic,E
475,126.78517836821801,47.14936645817943,chromatic,E
476,176.2828858925671,74.64398861606605,metallic,E
477,156.89825697431922,38.394825441762805,chromatic,E
478,170.15278169255365,68.41628262540326,metallic,E
479,252.34613661652193,83.03786173951812,chromatic,E
480,207.09072492300203,62.594046123791486,metallic,E
481,246.85151707603043,91.49311455502175,chromatic,E
482,242.53255312966812,90.9365103263408,metallic,E
483,150.55042034219895,36.745264523429796,chromatic,E
484,135.00602315156277,70.0183838789817,metallic,E
485,130.70219012001905,91.94989603967406,chromatic,E
486,188.86405741450469,59.31881007179618,metallic,E
487,178.17116190093597,61.750408780993894,chromatic,E
488,187.6871099218579,43.97515736473724,metallic,E
489,118.8300498622601,18.203177959425375,chromatic,E
490,146.87459565660018,52.71344324364327,metallic,E
491,204.30187608933616,57.899170585907996,chromatic,E
492,188.11075269968524,20.562761899782345,metallic,E
493,200.28466964933997,65.86883076443337,chromatic,E
494,55.15817480236741,30.525282519403845,metallic,E
495,220.85401575792298,51.06167777441442,chromatic,E
496,141.8508070257659,25.694569132756442,metallic,E
497,115.15780006467547,19.88182299491018,chromatic,E
498,119.51397018794691,16.517373187001795,metallic,E
499,219.59964656182393,80.37554579670541,chromatic,E
500,154.8584599199335,26.211319820489734,metallic,E
