dragon,intelligence,wingspan,scales,mountain
46,202.02490662558557,45.10017699562013,metallic,A
47,216.74003513410017,57.40532617876306,chromatic,A
48,222.2918446317428,53.933632616652176,metallic,A
49,230.71459856628982,68.11433660704643,chromatic,A
50,235.05688732878306,35.44410616904497,metallic,A
51,148.3091437120388,30.14287914754823,chromatic,A
52,299.9891643637946,87.3543002535589,metallic,A
53,131.71557839226634,18.1018297043629,chromatic,A
54,327.9675480470235,91.1362891565077,metallic,A
55,288.50193101055066,72.00090607441962,chromatic,A
56,209.44167035059638,49.921208179788664,metallic,A
57,177.81657606211627,42.5524042439647,chromatic,A
58,187.30836372405497,54.87312720576301,metallic,A
59,174.833979083528,25.240158818662167,chromatic,A
60,149.68156053420006,17.253626650432125,metallic,A
61,180.38395191559846,55.10194441094063,chromatic,A
62,175.27396576868307,37.51312271435745,metallic,A
63,264.354737447016,80.31951294932514,chromatic,A
64,301.5998082833412,93.58723321626894,metallic,A
65,218.3538060025082,80.31915398850106,chromatic,A
66,308.32765649328576,85.25828707148321,metallic,A
67,275.0316240464407,83.3517558099702,chromatic,A
68,236.83815847467486,75.85208971519023,metallic,A
69,211.6836788098237,42.17341491323896,chromatic,A
70,162.3179162295501,15.868529476691037,metallic,A
71,302.6799299522937,84.72950163995847,chromatic,A
72,275.6512096740661,91.82686367142014,metallic,A
73,283.6017022303638,53.47642799303867,chromatic,A
74,270.5690616931096,95.73436006205156,metallic,A
75,215.14794305845373,60.76470848405734,chromatic,A
76,264.8124174830393,68.6654215932358,metallic,A
77,338.8967669094452,88.45493648247793,chromatic,A
78,243.59106999132575,74.8139195300173,metallic,A
79,244.50269989042667,76.70031532132998,chromatic,A
80,287.6401325207622,90.18863051314838,metallic,A
81,208.07901042936547,56.35998989874497,chromatic,A
82,136.41612313299285,29.5952031200286,metallic,A
83,311.7203893001232,88.37449279171415,chromatic,A
84,322.0895370527492,94.67908650962636,metallic,A
85,192.60710601965107,41.352202833862975,chromatic,A
86,237.15183042356426,81.84128781454638,metallic,A
87,173.4100818651916,30.148231751052663,chromatic,A
88,174.80755595945482,18.14210437447764,metallic,A
89,159.67774115458425,66.1351172956638,chromatic,A
90,251.91371403986844,48.98483752575703,metallic,A
91,152.29529619374162,56.44310207432136,chromatic,A
92,177.15878507223547,37.01461774925701,metallic,A
93,234.02158964215116,52.20264728600159,chromatic,A
94,244.0888792208095,64.37049811845645,metallic,A
95,144.61023655876434,42.065502303419635,chromatic,A
96,66.48134022225227,14.954516642028466,metallic,A
97,184.60530819019235,28.850598324323073,chromatic,A
98,193.09059213514078,41.12601138604805,metallic,A
99,285.75398452343535,86.38994694617577,chromatic,A
100,149.0359529961669,21.039750337600708,metallic,A
101,61.03029698767038,17.011944830417633,chromatic,B
102,268.62955951056784,52.754923191154376,metallic,B
103,279.9105131308724,85.87677374994382,chromatic,B
104,253.076845049482,87.0714936205186,metallic,B
105,77.09206368186764,24.818016309523955,chromatic,B
106,239.96615212891393,94.25802225503139,metallic,B
107,215.4763310456428,80.9184187061619,chromatic,B
108,105.37566734627876,25.58462522015907,metallic,B
109,61.8159773996876,20.78824713686481,chromatic,B
110,138.98891285017598,32.405470539815724,metallic,B
111,233.052150813069,74.74407460447401,chromatic,B
112,306.00518531059265,84.5671835555695,metallic,B
113,96.59484336913987,34.12413304974325,chromatic,B
114,161.29407865552545,22.60314150713384,metallic,B
115,216.02613119946693,82.66181337530725,chromatic,B
116,284.4877037171186,87.57389368256554,metallic,B
117,117.42464159891318,33.5203222357668,chromatic,B
118,238.24728902472975,85.79474073718302,metallic,B
119,190.87018588746662,85.12072698376141,chromatic,B
120,145.50426537717524,13.251827222062275,metallic,B
121,198.08632625250846,67.0492636077106,chromatic,B
122,209.3737037872296,54.52253817906603,metallic,B
123,151.95241356015978,49.52662655711174,chromatic,B
124,216.1247131130961,56.248720662202686,metallic,B
125,80.30915653349786,39.6111366271507,chromatic,B
126,105.34796323503497,18.260090130381286,metallic,B
127,58.692045900248175,20.207172679249197,chromatic,B
128,137.9630677145332,26.387933783000335,metallic,B
129,111.77833706321343,53.520492922281846,chromatic,B
130,251.14079129586702,80.15446506207809,metallic,B
131,191.08144438255567,46.604024671250954,chromatic,B
132,280.4280297222146,62.2347913866397,metallic,B
133,240.3595820119519,93.73333577928133,chromatic,B
134,293.92684572246236,80.21426895959303,metallic,B
135,155.9369703275146,57.71132908249274,chromatic,B
136,115.96512674603932,23.378199650207534,metallic,B
137,148.2007068667474,57.549264116212726,chromatic,B
138,307.1081373171642,95.63953677751124,metallic,B
139,209.8863298913341,60.70617916318588,chromatic,B
140,271.2103973690443,76.62822696310468,metallic,B
141,124.04380575219464,34.73022496071644,chromatic,B
142,150.43355263642306,42.594595909817144,metallic,B
143,149.05682645463258,53.313191761262715,chromatic,B
144,203.41571440268382,51.77521167485975,metallic,B
145,130.55712731361535,58.207283715484664,chromatic,B
146,124.87547144976465,29.70279286801815,metallic,B
147,234.38559478575905,86.62439940148033,chromatic,B
148,216.93973563138283,47.554768580477685,metallic,B
149,220.55366556184575,89.78525376087055,chromatic,B
150,232.64668998285154,71.27837401651777,metallic,B
151,243.9352462826721,94.87064418033697,chromatic,B
152,316.7413710294751,95.99479235289618,metallic,B
153,108.77472125527119,15.036200472386554,chromatic,B
154,118.33555474099185,29.027468690183014,metallic,B
155,196.65358726460093,72.07381305657327,chromatic,B
156,87.40005435068639,15.23149500740692,metallic,B
157,121.25683497087022,47.386419432470575,chromatic,B
158,247.15930607102996,70.43889893800952,metallic,B
159,173.70486780066508,52.25743570365012,chromatic,B
160,120.49145692698885,24.34299621381797,metallic,B
161,182.28488790546902,63.215544923208654,chromatic,B
162,321.70649762111606,87.00695008737966,metallic,B
163,302.1619824894505,87.76205557421781,chromatic,B
164,181.35626998051725,50.52312211529352,metallic,B
165,267.9380275205067,84.75890231900848,chromatic,B
166,258.62788615544054,95.28236555913463,metallic,B
167,111.91925382901876,35.8872385234572,chromatic,B
168,247.77236812678578,60.68364506168291,metallic,B
169,189.50099063030484,59.61709385877475,chromatic,B
170,228.69559764122795,68.47337022819556,metallic,B
171,186.34338615239105,71.7780129306484,chromatic,B
172,288.42655928210024,85.0358444887679,metallic,B
173,145.66691821829096,47.092567125568166,chromatic,B
174,231.27439427519522,38.16696561360732,metallic,B
175,220.2492449117774,86.72225693403743,chromatic,B
176,254.1321951898172,52.13959616026841,metallic,B
177,184.22476318279098,75.94086440838873,chromatic,B
178,194.17970788080353,13.016523271100596,metallic,B
179,234.6335379800924,80.98595234914683,chromatic,B
180,225.4476239275329,72.51703857653774,metallic,B
181,164.88271845948486,58.119105621939525,chromatic,B
182,319.83752649984973,94.12943657441065,metallic,B
183,117.3411975578249,50.865239144768566,chromatic,B
184,298.98338312271744,84.84698742092587,metallic,B
185,115.77812177478266,40.553282811073586,chromatic,B
186,257.1649727465629,84.3263306596782,metallic,B
187,225.25217751748036,71.86335499212146,chromatic,B
188,338.7769807105266,91.66775571135804,metallic,B
189,146.92734551790875,18.384994737803936,chromatic,B
190,296.5215874412068,89.85428431397304,metallic,B
191,194.71336592144928,79.51631028717384,chromatic,B
192,156.34798137328005,13.851596146821976,metallic,B
193,276.22557894721876,92.47607726114802,chromatic,B
194,205.74202726840562,72.08019231702201,metallic,B
195,75.68487573685262,27.18434287724085,chromatic,B
196,301.330275410447,71.77681679395027,metallic,B
197,59.111783357611195,18.02286209142767,chromatic,B
198,239.88819917051066,61.359623620752245,metallic,B
199,126.96465851693128,35.955179903423414,chromatic,B
200,224.68956925310025,37.07378034852445,metallic,B
201,171.71510316244803,27.60378828132525,chromatic,C
202,108.57617987246792,16.356201690156013,metallic,C
203,104.12853635913272,18.922438787529245,chromatic,C
204,182.2107516160336,32.58109653391875,metallic,C
205,301.0976678640748,93.70348639436997,chromatic,C
206,129.6175579510566,41.866269228979945,metallic,C
207,224.29675343796853,51.86157921445556,chromatic,C
208,165.07396930117605,52.904930223710835,metallic,C
209,227.8222356631364,42.36579120787792,chromatic,C
210,93.41013890829159,30.46941716130823,metallic,C
211,282.67453335935335,77.29825135250576,chromatic,C
212,284.65895001635283,81.59892376605421,metallic,C
213,233.6759524084695,63.57648141356185,chromatic,C
214,221.70963795477803,66.33459512051195,metallic,C
215,336.85291371982277,83.83616340276785,chromatic,C
216,233.7455358214261,74.35411784658208,metallic,C
217,335.00941670163724,91.65487604239024,chromatic,C
218,286.8213360694577,52.90091218147427,metallic,C
219,306.77422945701625,78.69906963827088,chromatic,C
220,91.44848379353479,21.707219331758097,metallic,C
221,331.2569441419471,66.36349049094133,chromatic,C
222,111.54329508494605,25.531767886132002,metallic,C
223,334.74363993756884,75.5453857218381,chromatic,C
224,296.9701278242875,85.50806337594986,metallic,C
225,120.4787511298274,16.055891992058605,chromatic,C
226,111.85387320785718,23.968687365064397,metallic,C
227,140.23451580130478,33.57691997056827,chromatic,C
228,224.93218129235234,53.3554740997497,metallic,C
229,181.66132635752354,26.25626532942988,chromatic,C
230,93.18406933929572,31.561186565086246,metallic,C
231,79.20368404014319,24.301172610837966,chromatic,C
232,78.6004722786937,19.701103911967948,metallic,C
233,328.4303921830565,85.95921540795825,chromatic,C
234,73.89279267469615,15.771379952086136,metallic,C
235,121.22166237790212,18.527098931372166,chromatic,C
236,134.58528613653942,22.834412690252066,metallic,C
237,383.0235608016428,92.05375814135186,chromatic,C
238,253.10755525408922,84.79884392372333,metallic,C
239,64.66384616624377,18.454583511222154,chromatic,C
240,337.8893312003771,95.50350440386683,metallic,C
241,181.3618625436089,36.131432006368414,chromatic,C
242,86.78770433171516,15.615023071644828,metallic,C
243,143.82289188367218,33.98170678666793,chromatic,C
244,181.5576511394854,55.714180764975026,metallic,C
245,206.8980022819612,64.13944430230185,chromatic,C
246,235.63543845989858,56.44457681872882,metallic,C
247,182.27219128176858,24.39752617967315,chromatic,C
248,231.12580059295757,65.7328003232833,metallic,C
249,359.43131112541283,81.3099258269649,chromatic,C
250,263.74755210776505,86.04278579726815,metallic,C
251,192.45982739974232,44.26902128593065,chromatic,C
252,146.94468193500504,14.750548454001546,metallic,C
253,248.11334754617266,43.09732843819074,chromatic,C
254,116.01658419474207,31.137710673501715,metallic,C
255,269.36531304405725,63.979513176949695,chromatic,C
256,270.1978907659133,64.91847872640938,metallic,C
257,271.61100008031497,89.28254500217736,chromatic,C
258,256.68131880710615,74.14099131664261,metallic,C
259,214.74805172178583,46.42734216316603,chromatic,C
260,118.89061054494832,18.41071358998306,metallic,C
261,238.06739232290565,57.237503461539745,chromatic,C
262,185.45795078637184,62.685692155733705,metallic,C
263,211.33276080028935,61.590405457653105,chromatic,C
264,184.89794639091988,67.47573826671578,metallic,C
265,394.8290890422041,93.69088450213894,chromatic,C
266,250.27903898543207,66.8839161451906,metallic,C
267,163.19974088796874,39.296406076522544,chromatic,C
268,231.77602010379235,84.94767449237406,metallic,C
269,204.04118815842313,42.109840313438326,chromatic,C
270,273.36718884318475,77.240557313663885,metallic,C
271,335.5428667548397,84.27604680904187,chromatic,C
272,194.97390513473556,62.158440003870055,metallic,C
273,226.4891309561198,29.239469522843137,chromatic,C
274,257.7245193963407,73.92431396362372,metallic,C
275,254.374276473079,78.85034697665833,chromatic,C
276,212.98213198813798,71.56337157636881,metallic,C
277,126.19911169765751,17.28213646891527,chromatic,C
278,158.8598949898756,52.34264442301355,metallic,C
279,256.95608807021637,85.70137391565368,chromatic,C
280,214.4291331672414,61.4994816374965,metallic,C
281,233.97434699408427,69.42451433767565,chromatic,C
282,122.70188814397453,29.62413698574528,metallic,C
283,266.5325680429147,42.59990004636347,chromatic,C
284,266.2139069199298,74.64375260053203,metallic,C
285,210.97717670998207,49.6947935288772,chromatic,C
286,183.80547425494427,60.95795020763762,metallic,C
287,314.67840523979737,63.75399211142212,chromatic,C
288,157.01861934280183,34.711761503946036,metallic,C
289,350.7732951174048,90.99253080575727,chromatic,C
290,235.51949678309165,54.126877857372165,metallic,C
291,296.3956458667641,83.56267838808708,chromatic,C
292,214.67301216031274,66.63613280281425,metallic,C
293,288.21068413133315,65.25039150938392,chromatic,C
294,151.41411304666738,33.256355142220855,metallic,C
295,304.32011873975915,88.35678265988827,chromatic,C
296,206.8510935556742,61.5574588640593,metallic,C
297,284.59135223279003,65.36045600962825,chromatic,C
298,302.3764648594146,83.5129168133717,metallic,C
299,369.1744774687834,82.2082232311368,chromatic,C
300,120.14451535508829,15.16624261601828,metallic,C
301,117.36972488324685,16.028247428592294,chromatic,D
302,164.61706931923956,35.82764376047999,metallic,D
303,96.48537869363817,42.93443632568233,chromatic,D
304,229.61557894343076,56.59644064982422,metallic,D
305,92.1881933599609,76.7658826126717,chromatic,D
306,222.6075609434456,51.08891827263869,metallic,D
307,124.280219147352,90.9890322952997,chromatic,D
308,281.75045626762994,59.75570329092443,metallic,D
309,141.3846757236121,65.07782152318396,chromatic,D
310,143.65422351546115,28.93046288518235,metallic,D
311,99.55514877248095,69.80809680162929,chromatic,D
312,174.5519367796616,43.81725361919962,metallic,D
313,142.95755304307954,70.80514505319297,chromatic,D
314,194.3084411611154,59.262748159701005,metallic,D
315,71.82539872355107,72.93878606450744,chromatic,D
316,180.33126590596783,37.59402332408354,metallic,D
317,68.95376952298221,36.92222121381201,chromatic,D
318,283.90072775442917,80.05626331362873,metallic,D
319,51.715648462143676,22.083418836351484,chromatic,D
320,171.437368707272,65.342882292578,metallic,D
321,141.32574193753112,19.949718149611726,chromatic,D
322,198.81967710311392,86.70691845589317,metallic,D
323,109.88293147853472,18.769935977179557,chromatic,D
324,180.9483513793847,46.84725909586996,metallic,D
325,85.42036654342715,66.80586899863556,chromatic,D
326,149.72195039127337,69.62414867524058,metallic,D
327,129.86393622210625,88.60662870807573,chromatic,D
328,226.0855773624542,56.08437208668329,metallic,D
329,41.67189022068614,41.8397251823917,chromatic,D
330,147.36902056601775,69.52754652965814,metallic,D
331,125.35211003880934,58.83049754565582,chromatic,D
332,135.17661393310402,19.00910062668845,metallic,D
333,119.34734678408536,68.41026524384506,chromatic,D
334,222.03639129992146,23.09287851350382,metallic,D
335,38.48828101312915,59.56541633186862,chromatic,D
336,217.21747860947232,45.88339606230147,metallic,D
337,143.11737229607425,92.73603956936859,chromatic,D
338,135.38041789857945,37.79170313687064,metallic,D
339,136.3588580936278,84.93258969276212,chromatic,D
340,222.77098805698964,88.87023767177016,metallic,D
341,89.82751425610502,88.75542982551269,chromatic,D
342,145.96661506612952,26.41966632567346,metallic,D
343,109.31777924919116,89.52674035960808,chromatic,D
344,204.102025777243,70.71721136220731,metallic,D
345,156.95810382586984,64.041186704766,chromatic,D
346,192.4251028486207,39.797210052842274,metallic,D
347,109.63125050055855,62.291052809450775,chromatic,D
348,188.0047569542471,17.213827431900427,metallic,D
349,100.78268157490784,22.462005319306627,chromatic,D
350,255.69976924840944,81.0948735664133,metallic,D
351,129.99029929082926,75.38465409935452,chromatic,D
352,210.32211915585177,77.05057694483548,metallic,D
353,32.198973311832674,23.095056666526943,chromatic,D
354,222.1158522738461,78.20341647439636,metallic,D
355,73.68238777098858,17.321257691131905,chromatic,D
356,236.57318269452514,79.32664360082708,metallic,D
357,68.88695031059439,23.538692880189046,chromatic,D
358,213.5638730989403,71.71548317256384,metallic,D
359,106.38513084578085,56.995381496613845,chromatic,D
360,251.09550670125554,87.48476010584272,metallic,D
361,135.70958661337792,16.153546593384817,chromatic,D
362,201.03534943271595,56.850040413672104,metallic,D
363,105.57422776492217,61.62197663704865,chromatic,D
364,250.2937044250241,91.58714118809439,metallic,D
365,87.06744758188876,79.67783894762397,chromatic,D
366,217.61807188335,29.00788687961176,metallic,D
367,89.04075893525312,24.627320009516552,chromatic,D
368,210.61698648689193,42.766217621043324,metallic,D
369,88.75099864651582,83.46349023655057,chromatic,D
370,192.9039936594215,36.983187719248235,metallic,D
371,117.19138702782247,42.14467012276873,chromatic,D
372,174.93668336618728,48.893096511717886,metallic,D
373,79.7170634012643,24.52320531150326,chromatic,D
374,251.11400907071874,77.07028318871744,metallic,D
375,50.73416554056307,76.14328399207443,chromatic,D
376,207.63809334654016,35.370851936982945,metallic,D
377,140.11669915431003,29.028184157563373,chromatic,D
378,192.28977031844266,77.68531825835817,metallic,D
379,113.44878284048552,95.25540399714373,chromatic,D
380,142.2413651423973,16.70496686734259,metallic,D
381,124.23206569033069,33.912932462990284,chromatic,D
382,190.51456089067256,57.36741981911473,metallic,D
383,82.080711697195,83.00514493882656,chromatic,D
384,120.54511530571331,25.61138553218916,metallic,D
385,97.86160962815164,16.172206971328706,chromatic,D
386,263.7515370126314,27.739814741536975,metallic,D
387,111.24920191636686,70.02221340639517,chromatic,D
388,201.0728073303612,54.73925145715475,metallic,D
389,118.97511371961559,31.412710319273174,chromatic,D
390,216.52422644349647,25.013150157639757,metallic,D
391,106.65187664168592,76.94113198295236,chromatic,D
392,205.68697125012073,75.62817783770151,metallic,D
393,115.77794160849488,25.87057362520136,chromatic,D
394,265.47417964135906,91.68823313643225,metallic,D
395,63.13795183174094,39.18464581249282,chromatic,D
396,161.86548479866673,37.501539188669994,metallic,D
397,114.4774363796217,13.867133072810248,chromatic,D
398,218.12614321507874,61.736032511107624,metallic,D
399,76.68186014500901,22.385975117096677,chromatic,D
400,168.61826550090177,41.483819090761244,metallic,D
401,455.21081652776735,79.02208098513074,chromatic,E
402,428.56730615715406,89.49706536298618,metallic,E
403,136.28078903557156,30.500993268564343,chromatic,E
404,193.30295405294257,18.9499180840794,metallic,E
405,239.42158346944018,39.601025546202436,chromatic,E
406,478.44701577211356,90.80375652597286,metallic,E
407,419.0892349175665,79.52028399799019,chromatic,E
408,433.32638304050676,74.29998139454983,metallic,E
409,436.65510523015917,93.45545922918245,chromatic,E
410,376.64954435411266,52.76491358783096,metallic,E
411,190.40335407897385,35.15547122969292,chromatic,E
412,309.9529618058075,60.63054334442131,metallic,E
413,422.9586961527313,95.68321826122701,chromatic,E
414,266.77505136712546,31.55137065332383,metallic,E
415,392.5360273490813,81.19274568930268,chromatic,E
416,308.44501580314466,40.23631466389634,metallic,E
417,226.2234583939994,34.569152736105025,chromatic,E
418,474.4528564765567,76.27118002343923,metallic,E
419,270.9192698635426,54.786416068673134,chromatic,E
420,519.2096707165242,81.16907361918129,metallic,E
421,368.81216532721595,71.27241748920642,chromatic,E
422,292.2573416708863,51.717729669297114,metallic,E
423,146.09972892155724,16.004926724592224,chromatic,E
424,234.06161900980015,42.76878942316398,metallic,E
425,275.2822805344656,52.765553088858724,chromatic,E
426,193.82044057798922,17.390436292625964,metallic,E
427,294.47176883786545,60.47032964974642,chromatic,E
428,245.504881457682,28.244571693008766,metallic,E
429,189.72478880480344,36.407087637344375,chromatic,E
430,285.3431276708453,30.215392152080312,metallic,E
431,435.251758499305,93.9853451969102,chromatic,E
432,449.4293966449869,88.3870695035439,metallic,E
433,316.21358424225446,56.475774814141914,chromatic,E
434,404.6940298020939,63.979787011398,metallic,E
435,319.9927212494625,63.13794466597028,chromatic,E
436,447.09942798475845,85.51965362671763,metallic,E
437,316.3932631266451,51.09031136916019,chromatic,E
438,274.7122978104317,27.685399256646633,metallic,E
439,309.30481129508223,47.05060413177125,chromatic,E
440,320.96146592088627,58.17393118212931,metallic,E
441,543.2295567289128,95.86027517076582,chromatic,E
442,293.9167398723991,31.589381928090006,metallic,E
443,187.09885546173862,15.174405607394874,chromatic,E
444,255.48484311000533,33.50002232962288,metallic,E
445,236.20547245336974,34.5005039665848,chromatic,E
446,301.4612927213575,58.86671285680495,metallic,E
447,155.2444837881969,25.058593921596184,chromatic,E
448,270.28437143617947,30.13695365609601,metallic,E
449,341.0773307284637,69.53455209219828,chromatic,E
450,316.35120228931606,59.294628228992224,metallic,E
451,295.4869746660492,53.83098174445331,chromatic,E
452,298.0433987944852,40.13873494672589,metallic,E
453,168.93947398479878,28.230206187115982,chromatic,E
454,441.113340423664,76.08280934509821,metallic,E
455,289.2853386767089,60.49842243595049,chromatic,E
456,222.2250890136277,16.918149362318218,metallic,E
457,179.00994630732944,24.574359422316775,chromatic,E
458,413.55070748386595,71.93618625914678,metallic,E
459,179.92878540672046,17.930324754444882,chromatic,E
460,521.8304142100405,89.02824899926782,metallic,E
461,108.62214954834363,30.224564891075715,chromatic,E
462,391.5141966228716,62.974928255425766,metallic,E
463,288.3115253418006,43.44193685869686,chromatic,E
464,447.9353896969004,94.80335847637616,metallic,E
465,472.2456581308649,90.04687753110193,chromatic,E
466,304.35149467055817,30.091584525071084,metallic,E
467,321.65087624053217,60.7569277593866,chromatic,E
468,426.2476493061615,82.4283134851139,metallic,E
469,464.7498423662106,89.03552451194264,chromatic,E
470,385.38686631004305,55.20405273535289,metallic,E
471,351.8352527612352,77.05812621465884,chromatic,E
472,350.3716957094862,58.868171870708466,metallic,E
473,166.3478800818648,18.1122312778607,chromatic,E
474,391.0355194135163,54.18418102990836,metallic,E
475,267.36632124207597,49.72479801578447,chromatic,E
476,362.32325949903594,64.45237152650952,metallic,E
477,433.9586022705542,84.6616406517569,chromatic,E
478,370.8988925510485,62.46185637987219,metallic,E
479,230.80019191634673,38.67259052558802,chromatic,E
480,295.6726799819387,53.06340942741372,metallic,E
481,213.54082832545004,25.675015594577417,chromatic,E
482,516.5797681249683,82.66269934666343,metallic,E
483,234.10084854415766,42.35189282451756,chromatic,E
484,315.1901079721259,45.44909412483685,metallic,E
485,402.8508101313844,80.83255106420256,chromatic,E
486,292.06445636036455,37.35161235462874,metallic,E
487,344.5590598294217,73.31986873107962,chromatic,E
488,243.6658089663266,26.841477991780266,metallic,E
489,202.12354674923805,32.08539909659885,chromatic,E
490,194.06518411427743,20.24032085132785,metallic,E
491,439.09466838400164,88.45777342282236,chromatic,E
492,234.45505379363738,33.525418841745704,metallic,E
493,363.9624233006167,60.3694216941949,chromatic,E
494,226.10432865175738,24.608163656899706,metallic,E
495,361.8139016697406,62.157351043308154,chromatic,E
496,250.41780901540216,24.762906865915284,metallic,E
497,198.42452968701525,38.60192216420546,chromatic,E
498,269.9087703648089,33.53393505443819,metallic,E
499,362.2265924411495,57.993410063907504,chromatic,E
500,502.5783279931347,91.47479298198596,metallic,E
